20131231,10624,35117,63879,64392,172348,219532,40.8124,-73.9513,"40.8124,-73.9513",40.7982,-73.9444,"40.7982,-73.9444",1,513,1.3,CSH,7.5,1,0.5,0,0,9
20131231,7263,11597,61733,62114,87083,137768,40.7352,-73.9857,"40.7352,-73.9857",40.751,-73.9789,"40.751,-73.9789",1,380,1.3,CSH,7,1,0.5,0,0,8.5
20131231,1899,5301,59488,59815,82160,146431,40.7699,-73.9483,"40.7699,-73.9483",40.763,-73.962,"40.763,-73.962",1,326,1,CSH,6,1,0.5,0,0,7.5
20131231,9471,28727,69093,69548,276342,43408,40.7507,-73.9746,"40.7507,-73.9746",40.7428,-73.9823,"40.7428,-73.9823",1,454,1,CSH,7,1,0.5,0,0,8.5
20131231,2556,16124,51720,52440,155260,211054,40.7138,-74.0119,"40.7138,-74.0119",40.7494,-73.9694,"40.7494,-73.9694",1,720,6.11,CSH,19.5,0,0.5,0,0,20
20131231,1433,33809,31260,32100,263305,80576,40.726,-73.9773,"40.726,-73.9773",40.749,-73.9838,"40.749,-73.9838",1,840,2.16,CSH,11.5,0,0.5,0,0,12
20131231,1486,7842,18150,20112,26661,108578,40.7421,-74.008,"40.7421,-74.008",40.757,-73.8866,"40.757,-73.8866",1,1962,9.2,CSH,32,0.5,0.5,0,0,33
20131231,7225,36224,37020,38460,147003,70493,40.7697,-73.8637,"40.7697,-73.8637",40.6519,-74.0064,"40.6519,-74.0064",1,1440,14.78,CSH,40.5,0,0.5,0,0,41
20131231,8726,35009,64740,65700,230937,116813,40.7263,-74.0022,"40.7263,-74.0022",40.7555,-73.9729,"40.7555,-73.9729",1,960,3.25,CRD,13.5,1,0.5,4.35,0,19.35
20131231,573,30912,66600,67260,225983,76697,40.7698,-73.9822,"40.7698,-73.9822",40.8166,-73.9605,"40.8166,-73.9605",1,660,3.92,CRD,14,1,0.5,3.75,0,19.25
20131231,11778,18618,53157,53626,9876,82971,40.7053,-74.007,"40.7053,-74.007",40.7339,-73.9771,"40.7339,-73.9771",1,469,3.5,CRD,12,0,0.5,3.12,0,15.62
20131231,12718,40002,51938,52399,137506,114398,40.7303,-73.9836,"40.7303,-73.9836",40.7252,-73.9981,"40.7252,-73.9981",1,460,1.5,CRD,7.5,0,0.5,1.25,0,9.25
20131231,8742,1969,900,1320,185301,290646,40.7292,-73.9975,"40.7292,-73.9975",40.754,-73.992,"40.754,-73.992",2,420,2.14,CRD,8,0.5,0.5,1,0,10
20131231,3303,17758,73007,73177,11720,178048,40.763,-73.9742,"40.763,-73.9742",40.7587,-73.9745,"40.7587,-73.9745",2,169,0.4,CRD,4,0.5,0.5,1,0,6
20131231,8648,39568,61800,62580,276223,196088,40.779,-73.9545,"40.779,-73.9545",40.8199,-73.9466,"40.8199,-73.9466",2,780,3.69,CRD,13.5,1,0.5,1,0,16
20131231,9044,11325,65555,66297,143605,118847,40.7728,-73.9495,"40.7728,-73.9495",40.786,-73.9762,"40.786,-73.9762",1,741,2.1,CRD,10.5,1,0.5,2.4,0,14.4
20131231,10699,6893,61313,61734,127715,205212,40.7639,-73.9739,"40.7639,-73.9739",40.783,-73.9559,"40.783,-73.9559",1,420,1.7,CRD,7.5,1,0.5,1.8,0,10.8
20131231,1759,6604,58923,59435,37944,40745,40.8224,-73.9422,"40.8224,-73.9422",40.8049,-73.955,"40.8049,-73.955",1,512,1.3,CRD,8,1,0.5,2.35,0,11.85
20131231,12446,15438,74160,74940,211085,110675,40.7749,-73.9652,"40.7749,-73.9652",40.753,-73.989,"40.753,-73.989",1,780,2.34,CRD,11,0.5,0.5,2.3,0,14.3
20131231,6056,15282,77100,77820,296972,105491,40.7396,-73.987,"40.7396,-73.987",40.734,-74.0046,"40.734,-74.0046",1,720,1.44,CRD,9,0.5,0.5,1.9,0,11.9
20131231,9232,13399,76620,76980,103219,188360,40.7373,-74.0051,"40.7373,-74.0051",40.7474,-74.0008,"40.7474,-74.0008",1,360,0.97,CRD,5.5,0.5,0.5,2,0,8.5
20131231,9169,29634,11759,12253,9874,110858,40.7734,-73.9892,"40.7734,-73.9892",40.7494,-73.9919,"40.7494,-73.9919",1,493,2.2,CRD,9,0.5,0.5,2,0,12
20131231,1627,35059,61140,61380,103696,180226,40.781,-73.9815,"40.781,-73.9815",40.7861,-73.9774,"40.7861,-73.9774",3,240,0.58,CSH,4.5,1,0.5,0,0,6
20131231,3615,13532,85740,86100,21537,227387,40.6957,-73.9086,"40.6957,-73.9086",40.6979,-73.9275,"40.6979,-73.9275",4,360,1.26,CSH,6.5,0.5,0.5,0,0,7.5
20131231,3866,23150,18960,19620,184163,184163,40.676,-74.0006,"40.676,-74.0006",40.6761,-74.0007,"40.6761,-74.0007",1,660,2.1,CSH,10.5,0.5,0.5,0,0,11.5
20131231,8529,34782,79988,80751,73243,290373,40.7349,-74.0022,"40.7349,-74.0022",40.7095,-74.0054,"40.7095,-74.0054",1,762,2.1,CSH,10.5,0.5,0.5,0,0,11.5
20131231,8687,28379,77760,78420,256918,37274,40.7816,-73.9465,"40.7816,-73.9465",40.7891,-73.9682,"40.7891,-73.9682",1,660,2.14,CSH,10,0.5,0.5,0,0,11
20131231,2629,19500,78675,78878,241616,151781,40.7526,-73.975,"40.7526,-73.975",40.7533,-73.9813,"40.7533,-73.9813",1,202,0.4,CSH,4,0.5,0.5,0,0,5
20131231,8550,25175,75990,76173,267405,226068,40.7389,-73.9957,"40.7389,-73.9957",40.7439,-73.998,"40.7439,-73.998",1,183,0.4,CSH,4,0.5,0.5,0,0,5
20131231,8780,39106,79200,79440,255109,38666,40.7171,-74.0092,"40.7171,-74.0092",40.7303,-74.0064,"40.7303,-74.0064",1,240,0.94,CSH,5.5,0.5,0.5,0,0,6.5
